merchant_key,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
1025,MCH3130,"Arora, Karnik And Sarraf",5942.0,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2023-07-10,,Inactive,1573.29
1026,MCH3134,Rajan Plc,5311.0,Department Store,Individual,Jaipur,Rajasthan,2024-09-30,YYBA4456378455566,Active,993.0
1027,MCH3139,"Chaudhry, Barman And Choudhury",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-01-12,5767179524,Active,4138.0
1028,MCH3140,"Zachariah,Rajagopalandsamra",4814.0,Telecom,Private Limited,Amritsar,Punjab,2023-09-04,,Active,363.21
1029,MCH3142,"Dugar, Merchant And Kala",5942.0,Books & Stationery,Private Limited,Jaipur,Rajasthan,2024-01-01,CUQS1241290775925,Active,619.08
1030,MCH3143,"Zacharia, Buch And Yadav",5311.0,Department Store,Partnership,Hyderabad,Telangana,2023-03-13,UMIZ4082572641807,Active,4822.0
1031,MCH3144,Raval-Korpal,7011.0,Hotel & Lodging,Partnership,Delhi,Delhi,,,Active,1879.74
1032,MCH3145,Chaudry And Sons,5311.0,Department Store,Individual,Bengaluru,Karnataka,2026-01-29,,Active,
1033,MCH3146,Batta-Sharaf,4131.0,Transportation,Individual,Pune,Maharashtra,2024-10-02,MHGR0082109008102,Active,898.04
1034,MCH3147,Acharya-Uppal,4131.0,Travel,Individual,Chennai,Tamil Nadu,2024-02-10,1420771239,Active,343.0
1035,MCH3148,Raoltd,4814.0,Telecom,Individual,Delhi,Delhi,2023-01-16,,Active,1684.65
1036,MCH3154,Bhardwaj Ltd,4131.0,Transportation,Individual,Mumbai,Maharashtra,2024-10-28,XXXX9089,Inactive,633.37
1037,MCH3155,Agarwal Ltd,5311.0,Department Store,Partnership,Chennai,Tamil Nadu,2023-11-23,,Active,1414.89
1038,MCH3156,"Bal, Deo And Kala",5999.0,Miscellaneous,Partnership,Lucknow,Uttar Pradesh,,8908434715,Active,2486.0
1039,MCH3161,Mittal-Bawa,5999.0,Miscellaneous,Private Limited,Jalandhar,Punjab,2023-04-01,,Active,2703.14
1040,MCH3163,Dada-Kalita,5912.0,Pharmacy,Partnership,Hyderabad,Telangana,2026-01-16,,Active,963.91
1041,MCH3167,"Grewal, Biswas And Naidu",5411.0,Grocery,Sole Proprietor,Jaipur,Rajasthan,2024-02-19,,Active,2704.22
1042,MCH3172,Soni-Varty,4814.0,Telecom,Sole Proprietor,Bengaluru,Karnataka,2025-07-10,XXXX7710,Active,3097.6
1043,MCH3176,Gera Inc,4814.0,Telecom,Private Limited,Lucknow,Uttar Pradesh,2024-03-10,RGRY9601657474373,Active,1047.58
1044,MCH3177,"Ping1E, Ra0 And Varty",4131.0,Travel,Individual,Kolkata,West Bengal,2025-04-19,XXXX0077,Suspended,1840.14
1045,MCH3178,Ganesangroup,5699.0,Apparel & Fashion,Individual,Delhi,Delhi,2025-12-01,,Active,136.0
1046,MCH3179,"Din,Mukhopadhyayandbawa",5999.0,Miscellaneous,Sole Proprietor,Chennai,Tamil Nadu,2023-10-31,UQUU0653302527343,Suspended,1687.99
1047,MCH3180,Sanghvi And S0Ns,5912.0,Pharmacy,Private Limited,Delhi,Delhi,2023-03-06,XXXX6774,Active,2608.0
1048,MCH3181,"Kothari, Sengupta And Sandal",4131.0,Transportation,Private Limited,Lucknow,Uttar Pradesh,2025-12-06,,Active,9001.75
1049,MCH3184,"Sane, Dhawan And Prabhakar",4814.0,Telecom,Individual,Mumbai,Maharashtra,2023-12-09,,Active,1192.54
1050,MCH3187,"Mand, Singhal And Raman",5912.0,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2023-07-11,ZOEN9168175383897,Active,4276.66
1051,MCH3189,Kapoor-Hegde,5411.0,Grocery,Partnership,Hyderabad,Telangana,2023-02-01,XXXX4992,Active,3153.88
1052,MCH3191,Dhawan-Warrior,4131.0,Transportation,Sole Proprietor,Hyderabad,Telangana,2024-09-12,,Active,1885.9
1053,MCH3199,Deshmukh-Karnik,5311.0,Department Store,Partnership,Jaipur,Rajasthan,2023-08-10,GHWA0359999214011,Active,2251.19
1054,MCH3201,Bahl And Sons,5942.0,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2024-05-27,4264935431,Active,576.96
1055,MCH3203,Randhawa-Pant,5311.0,Retail,Partnership,Jaipur,Rajasthan,2024-12-16,XXXX9443,Active,
1056,MCH3206,Ahuja-Din,5311.0,Retail,Sole Proprietor,Hyderabad,Telangana,2026-01-11,XXXX4117,Active,1244.0
1057,MCH3207,"Gala, Khatri And Khalsa",5912.0,Pharmacy,Partnership,Amritsar,Punjab,2024-04-23,7398854821,Active,929.51
1058,MCH3211,"Mani, Hora And Hayer",5912.0,Pharmacy,Private Limited,Bengaluru,Karnataka,2026-01-31,SYDI3812560844687,Active,3678.27
1059,MCH3212,Merchant Llc,5999.0,Miscellaneous,Private Limited,Bengaluru,Karnataka,2023-07-06,9377229545,Active,980.37
1060,MCH3214,Dubey Inc,4131.0,Transportation,Individual,Bengaluru,Karnataka,2024-07-24,1238686450,Active,2052.0
1061,MCH3216,K0Thari-Bhatia,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2025-01-28,3754349166,Active,1987.15
1062,MCH3218,"Keer, Soni And Deshpande",5912.0,Pharmacy,Sole Proprietor,Mumbai,Maharashtra,2024-10-03,8214766650,Active,3727.56
1063,MCH3219,Aggarwal Group,5311.0,Department Store,Partnership,Lucknow,Uttar Pradesh,2025-08-29,RNPG2912069741191,Active,1058.64
1064,MCH3221,Baria-Dube,7011.0,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,,CKDG4069954350716,Inactive,338.34
1065,MCH3229,Keer-Kale,5912.0,Pharmacy,Sole Proprietor,Mumbai,Maharashtra,2024-02-28,UDDZ7214972649948,Active,276.23
1066,MCH3231,Gokhale Group,5411.0,Grocery,Individual,Jalandhar,Punjab,,,Active,205.0
1067,MCH3232,Shroff-Bobal,5812.0,Restaurants & Food,Partnership,Kolkata,West Bengal,2024-04-26,,Active,613.79
1068,MCH3233,"Dada, Pingle And Date",5699.0,Apparel & Fashion,Individual,Pune,Maharashtra,2025-11-23,,Inactive,5434.84
1069,MCH3234,Lad Inc,,Telecom,Individual,Kolkata,West Bengal,2024-02-21,LTGH4419649542857,Active,
1070,MCH3237,Gaba Inc,5999.0,Miscellaneous,Sole Proprietor,Delhi,Delhi,2023-03-06,YPVB7296650386869,Active,
1071,MCH3240,"Roy, Dash And Bobal",5411.0,Grocery,Partnership,Pune,Maharashtra,2023-11-13,CMDO7903517998811,Active,1077.02
1072,MCH3242,"Upadhyay, Dash And Vaidya",5999.0,Miscellaneous,Partnership,Jaipur,Rajasthan,,,Active,1731.73
1073,MCH3244,Murthy Group,5912.0,Medical,Private Limited,Jalandhar,Punjab,2025-03-07,,Active,3366.47
1074,MCH3247,Nagarajan-Shan,,Pharmacy,Individual,Chennai,Tamil Nadu,2025-04-07,5730507447,Inactive,2666.23
1075,MCH3250,Bose-Kalita,5311.0,Department Store,Sole Proprietor,Mumbai,Maharashtra,,,Inactive,1514.47
1076,MCH3251,Balan-Kunda,5411.0,Grocery,Individual,Ludhiana,Punjab,2024-12-14,,Active,3266.06
1077,MCH3252,"Patel, Saran And Bala",5699.0,Apparel & Fashion,Individual,Pune,Maharashtra,2023-06-18,4243165999,Active,1917.91
1078,MCH3253,Khatri-Krishnamurthy,5942.0,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2023-12-19,,Active,2086.58
1079,MCH3254,"Chanda, Maharaj And Chandra",4131.0,Transportation,Partnership,Hyderabad,Telangana,2025-11-03,TXWB1746078464859,Active,1842.04
1080,MCH3255,"Shah, Kala And Sarraf",7011.0,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2024-09-06,XXXX8773,Active,807.0
1081,MCH3256,"Patil, Tripathi And Seshadri",5942.0,Books & Stationery,Partnership,Ludhiana,Punjab,2025-02-11,74721461,Active,4035.32
1082,MCH3259,Bajaj-Mann,4131.0,Transportation,Individual,Amritsar,Punjab,2024-05-09,VUFB9274060732272,Active,426.0
1083,MCH3260,Rana And Sons,5311.0,Retail,Individual,Amritsar,Punjab,2023-09-23,,Active,4589.68
1084,MCH3263,Sarna-Chauhan,5812.0,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,2025-05-18,4897875203,Active,2348.1
1085,MCH3264,"Narayanan, Krishnan And Bail",5411.0,Grocery,Sole Proprietor,Jaipur,Rajasthan,2025-03-25,XXXX4525,Active,3885.91
1086,MCH3265,Mittal Ltd,5942.0,Books & Stationery,Private Limited,Hyderabad,Telangana,2024-08-15,GNXO4175681425980,Active,4170.98
1087,MCH3266,"Lalla, Baral And Pau",5311.0,Department Store,Private Limited,Chennai,Tamil Nadu,2025-09-17,ZAAY3109374136824,Active,1627.34
1088,MCH3267,Balasubramanian-Butala,4814.0,Apparel & Fashion,Individual,Chennai,Tamil Nadu,2025-10-20,XXXX4438,Active,1843.39
1089,MCH3268,Kadakia-Rajan,5699.0,Apparel & Fashion,Sole Proprietor,Pune,Maharashtra,2024-11-16,,Active,2055.32
1090,MCH3269,Kara-Ramaswamy,,Restaurants & Food,Partnership,Pune,Maharashtra,2023-12-07,,Active,1481.0
1091,MCH3270,"Chokshi, Dash And Srivastava",4131.0,Transportation,Partnership,Chennai,Tamil Nadu,2024-10-07,,Active,1910.46
1092,MCH3272,Gera Group,5699.0,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,2023-03-04,EMXM6349169987807,Active,2272.01
1093,MCH3274,Sen-Chawla,5311.0,Department Store,Private Limited,Chennai,Tamil Nadu,2023-02-25,8919947096,Active,
1094,MCH3275,Sridhar And Sons,5699.0,Apparel & Fashion,Partnership,Delhi,Delhi,2024-04-15,,On Hold,
1095,MCH3277,Issac-Lata,,Telecom,Partnership,Delhi,Delhi,2025-09-22,RPRG9004987881265,Active,1571.63
1096,MCH3279,"Zachariah, Gill And Palla",5812.0,Restaurants & Food,Individual,Pune,Maharashtra,2025-12-25,,Active,
1097,MCH3280,"Vohra, Bora And Vasa",5411.0,Grocery,Private Limited,Pune,Maharashtra,2023-10-16,,Suspended,412.76
1098,MCH3281,Ranganathan And Sons,5311.0,Retail,Partnership,Kolkata,West Bengal,2024-03-01,XXXX9655,Active,
1099,MCH3284,Lal And Sons,,Telecom,Private Limited,Ludhiana,Punjab,2024-02-18,XXXX5805,Inactive,3943.29
1100,MCH3285,"Prasad, Luthra And Suri",5311.0,Retail,Partnership,Bengaluru,Karnataka,2023-02-22,3068852550,Active,669.58
1101,MCH3287,"Dave, Ganesan And Biswas",5311.0,Retail,Individual,Bengaluru,Karnataka,,7925995111,Active,1007.0
1102,MCH3288,Kuruvilla-Kala,4814.0,Telecom,Partnership,Kolkata,West Bengal,2025-07-17,HFDT8427341893769,Active,
1103,MCH3289,Tripathi-Mandal,4814.0,Telecom,Individual,Chennai,Tamil Nadu,2024-12-29,XXXX2012,Active,1368.37
1104,MCH3291,Sanghvi-Nair,7011.0,Hotel & Lodging,Private Limited,Bengaluru,Karnataka,2023-09-25,,Active,3917.0
1105,MCH3292,Sehgal-Kapur,5912.0,Medical,Private Limited,Jalandhar,Punjab,2025-06-03,,Active,751.44
1106,MCH3294,"Murty, Vala And Pall",4131.0,Transportation,Individual,Ludhiana,Punjab,2024-12-10,7450449470,Active,822.03
1107,MCH3296,Sampath-Chopra,5999.0,Miscellaneous,Individual,Bengaluru,Karnataka,2025-11-18,XXXX2813,Active,1074.2
1108,MCH3298,"Kurian, Sheth And Bains",5699.0,Apparel & Fashion,Individual,Delhi,Delhi,2025-04-20,XXXX3758,Active,3789.0
1109,MCH3299,"Varghese, Tripathi And Ganesh",5999.0,Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,2023-07-12,,Inactive,2177.34
1110,MCH3301,Reddy And Sons,5942.0,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-06-25,5060880178,Active,2571.65
1111,MCH3307,Uppal And Sons,7011.0,Hotel & Lodging,Private Limited,Pune,Maharashtra,2023-07-03,WQAU2336118593269,Active,1033.39
1112,MCH3308,"Dhawan, Ranganathan And Luthra",5699.0,Apparel & Fashion,Partnership,Amritsar,Punjab,2026-01-09,XXXX7835,Inactive,2438.38
1113,MCH3311,Sule Ltd,5942.0,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2026-01-30,XXXX2539,Active,1079.15
1114,MCH3313,Comar-Sidhu,5311.0,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,2023-07-30,GKCY1460435380907,Inactive,408.55
1115,MCH3319,"Jani, Tailor And Radhakrishnan",5699.0,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,2024-08-26,IUQF4655993827398,Active,
1116,MCH3321,Barad-Trivedi,7011.0,Transportation,Sole Proprietor,Amritsar,Punjab,2025-09-19,,Active,2096.6
1117,MCH3323,Dey Plc,4814.0,Telecom,Sole Proprietor,Jaipur,Rajasthan,2024-12-24,XXXX2284,Inactive,559.08
1118,MCH3324,Char-Gera,5699.0,Apparel & Fashion,Partnership,Pune,Maharashtra,2026-02-20,DLMI3626046968894,Suspended,2076.73
1119,MCH3325,Varty-Vig,5912.0,Pharmacy,Partnership,Kolkata,West Bengal,2023-10-29,XXXX1753,Active,4212.0
1120,MCH3327,Balay Ltd,5912.0,Medical,Partnership,Amritsar,Punjab,2024-06-10,4132109142,Active,799.92
1121,MCH3328,"Narang, Lal And Bhalla",5942.0,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2024-10-20,XXXX6467,Active,3697.78
1122,MCH3330,"Keer, Gupta And Som",5311.0,Department Store,Private Limited,Jalandhar,Punjab,2025-11-26,LOCM5644673929837,Active,3134.69
1123,MCH3331,"Shukla, Kadakia And Kata",5699.0,Apparel & Fashion,Private Limited,Ludhiana,Punjab,2025-03-18,,Active,1008.43
1124,MCH3333,Dada Plc,5999.0,Miscellaneous,Private Limited,Mumbai,Maharashtra,2024-03-18,,Active,668.0
1125,MCH3334,Majumdar-Raja,4814.0,Telecom,Private Limited,Hyderabad,Telangana,2023-09-02,7204878806,Active,2941.2
1126,MCH3335,Choudhary Ltd,5699.0,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2025-08-11,,Active,413.6
1127,MCH3338,"Mistry, Majumdar And Ghosh",4814.0,Telecom,Individual,Ludhiana,Punjab,2024-04-26,KYYU5062619258958,Active,1989.0
1128,MCH3340,Varty-Chokshi,5999.0,Miscellaneous,Partnership,Chennai,Tamil Nadu,2023-04-07,,Active,311.76
1129,MCH3341,Ramesh Inc,5912.0,Pharmacy,Individual,Mumbai,Maharashtra,2024-11-15,,Active,1745.15
1130,MCH3348,"Chauhan, Chowdhury And Dhillon",5942.0,Books & Stationery,Individual,Amritsar,Punjab,2023-12-16,MCSB8481417353125,Active,
1131,MCH3351,"Loke, Narasimhan And Gandhi",5912.0,Pharmacy,Partnership,Amritsar,Punjab,2023-06-22,,Suspended,1029.99
1132,MCH3353,Sachar Ltd,5942.0,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-06-06,,Inactive,446.0
1133,MCH3354,"Barad, Ahluwalia And Mahal",5942.0,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2026-02-06,XXXX7924,Active,906.14
1134,MCH3357,"Sundaram, Kara And Sibal",7011.0,Hotel & Lodging,Partnership,Amritsar,Punjab,2025-11-14,XVJC4162540658234,Active,246.81
1135,MCH3358,Suri-Dhillon,4131.0,Travel,Individual,Kolkata,West Bengal,2023-09-22,3713072949,Inactive,665.29
1136,MCH3361,Sabharwal-Shah,,Transportation,Partnership,Jalandhar,Punjab,2024-01-06,KQNB2621280715561,Inactive,887.23
1137,MCH3362,Chander-Sangha,5411.0,Grocery,Private Limited,Amritsar,Punjab,2026-02-26,,Suspended,12795.59
1138,MCH3369,"Yadav, Deep And Bassi",5999.0,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2024-05-16,407364103,Active,786.0
1139,MCH3371,Raju Inc,4131.0,Transportation,Partnership,Hyderabad,Telangana,2025-04-19,ENEX5677212292143,Active,4057.11
1140,MCH3376,Sama-Gaba,5411.0,Grocery,Individual,Hyderabad,Telangana,,XXXX4890,Active,732.24
1141,MCH3379,Sura Inc,5411.0,Grocery,Sole Proprietor,Chennai,Tamil Nadu,2023-11-28,,Active,851.53
1142,MCH3382,"Patla, Thakur And Kaur",4131.0,Transportation,Private Limited,Pune,Maharashtra,2025-02-06,,Active,470.22
1143,MCH3383,Muni Inc,5999.0,Miscellaneous,Sole Proprietor,Delhi,Delhi,2023-04-21,XXXX2845,Active,5804.6
1144,MCH3384,Gill-Bakshi,5999.0,Miscellaneous,Partnership,Kolkata,West Bengal,2023-06-27,8993037640,Active,1223.35
1145,MCH3386,"Balay, Chacko And Dani",5311.0,Department Store,Private Limited,Jaipur,Rajasthan,2025-10-27,XXXX2339,Active,2775.53
1146,MCH3387,Boase Ltd,4814.0,Telecom,Sole Proprietor,Chennai,Tamil Nadu,2024-10-20,,Active,4926.8
1147,MCH3388,"Ha1Der, Chander And Krishnamurthy",5311.0,Department Store,Individual,Ludhiana,Punjab,2025-03-23,FTJO6113858465780,Inactive,447.14
1148,MCH3389,"Barad, Murthy And Muni",5812.0,Pharmacy,Individual,Amritsar,Punjab,2025-03-19,,Active,234.09
1149,MCH3391,Dass Inc,4131.0,Transportation,Partnership,Lucknow,Uttar Pradesh,,XXXX1148,Active,1298.0
1150,MCH3393,"Panchal, Mistry And Sawhney",,Grocery,Sole Proprietor,Amritsar,Punjab,,,Active,612.0
1151,MCH3395,Merchant-Johal,4131.0,Transportation,Individual,Lucknow,Uttar Pradesh,,MDBK0638673035972,Active,2176.33
1152,MCH3398,Chaudhary Ltd,5699.0,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,2023-11-18,5865246306,Inactive,1864.25
1153,MCH3399,Rana-Talwar,5912.0,Medical,Private Limited,Mumbai,Maharashtra,2024-03-30,6585786984,Active,575.9
1154,MCH3401,Chana Llc,5411.0,Grocery,Individual,Chennai,Tamil Nadu,,XXXX4048,Active,3703.23
1155,MCH3402,"Lala, Loyal And Trivedi",5999.0,Miscellaneous,Partnership,Pune,Maharashtra,2025-12-14,4812392751,Inactive,1152.61
1156,MCH3404,"Parekh, Lad And Soman",5311.0,Department Store,Individual,Mumbai,Maharashtra,2023-02-16,PSMJ2500672647390,Active,
1157,MCH3405,"Dara, Boase And Chada",5999.0,Miscellaneous,Partnership,Pune,Maharashtra,2024-03-06,XXXX5690,Active,210.2
1158,MCH3406,"Swamy, Borah And Sampath",5311.0,Retail,Individual,Mumbai,Maharashtra,2024-05-22,XXXX9630,Inactive,438.79
1159,MCH3407,Lal Llc,,Miscellaneous,Private Limited,Jalandhar,Punjab,2023-09-27,XXXX9006,Active,3232.78
1160,MCH3409,Badami And Sons,7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2024-05-31,,Active,1179.18
1161,MCH3410,Mutti Plc,7011.0,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2023-05-23,5994810528,Active,4042.64
1162,MCH3412,Tak And Sons,7011.0,Hotel & Lodging,Sole Proprietor,Jaipur,Rajasthan,2024-10-31,XXXX3873,Active,4884.39
1163,MCH3414,Sahota Ltd,4814.0,Telecom,Private Limited,Amritsar,Punjab,2025-12-29,4026065439,Active,1607.54
1164,MCH3415,Keer Inc,5812.0,Restaurants & Food,Sole Proprietor,Chennai,Tamil Nadu,2025-06-05,XXXX8129,Active,
1165,MCH3416,"Rau, Baral And Karan",4814.0,Telecom,Private Limited,Ludhiana,Punjab,2024-02-02,,Active,894.0
1166,MCH3418,Parsa-Parikh,5912.0,Pharmacy,Partnership,Hyderabad,Telangana,2024-07-15,CWGO5653761986608,Active,8725.31
1167,MCH3419,"Bansal, Naidu And Baria",5912.0,Pharmacy,Private Limited,Pune,Maharashtra,2024-03-26,,Active,357.64
1168,MCH3420,"Mani, Kota And Deol",4131.0,Travel,Individual,Jaipur,Rajasthan,2024-01-18,,Inactive,453.43
1169,MCH3421,"Sandhu, Saxena And Talwar",5942.0,Books & Stationery,Sole Proprietor,Delhi,Delhi,,XXXX6543,Suspended,1117.58
1170,MCH3423,Sant-Singh,7011.0,Hotel & Lodging,Partnership,Delhi,Delhi,2023-01-01,9051549967,Active,11283.23
1171,MCH3424,Tandon-Raja,5411.0,Grocery,Private Limited,Pune,Maharashtra,2023-09-08,LJDU7390595746498,Inactive,1643.97
1172,MCH3426,"Morar, Dar And Raja",5311.0,Department Store,Individual,Jalandhar,Punjab,2023-10-25,XXXX0393,Inactive,1252.0
1173,MCH3431,Ghosh And Sons,,Restaurants & Food,Sole Proprietor,Mumbai,Maharashtra,2025-11-24,LTDQ5015892785519,Suspended,1904.92
1174,MCH3433,"Pathak, Sathe And Rama",5411.0,Grocery,Private Limited,Kolkata,West Bengal,2025-12-22,XXXX0746,Inactive,3697.0
1175,MCH3435,"Mitter, Chakrabarti And Swaminathan",5812.0,Restaurants & Food,Individual,Ludhiana,Punjab,2023-04-23,XXXX3745,Active,1050.63
1176,MCH3438,Murty-Parmar,4131.0,Telecom,Private Limited,Amritsar,Punjab,2024-04-10,LRSK8249071074897,Active,621.11
1177,MCH3439,"Palan, Bora And Puri",5411.0,Grocery,Private Limited,Ludhiana,Punjab,2024-03-05,AHWJ3061043363701,Active,1840.58
1178,MCH3440,"Sahni, Thakur And Kale",5411.0,Grocery,Partnership,Hyderabad,Telangana,2024-10-14,SWXL8005196412661,Active,797.0
1179,MCH3441,"Naidu, Nayar And Chand",5942.0,Books & Stationery,Partnership,Ludhiana,Punjab,2023-05-29,1623488849,Active,817.0
1180,MCH3442,Choudhry-Ravi,5699.0,Apparel & Fashion,Partnership,Mumbai,Maharashtra,2025-09-09,XXXX0565,Active,3189.0
1181,MCH3445,"Madan, Naidu And Andra",7011.0,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2023-07-09,2270103966,Active,983.3
1182,MCH3446,Ganesan-Contractor,5411.0,Grocery,Sole Proprietor,Lucknow,Uttar Pradesh,2026-01-24,7922786735,Inactive,348.14
1183,MCH3447,Andra-Edwin,5699.0,Apparel & Fashion,Individual,Hyderabad,Telangana,2023-10-09,XXXX8236,Active,1619.69
1184,MCH3449,Nigam-Agate,5999.0,Miscellaneous,Partnership,Mumbai,Maharashtra,2026-02-13,UOSM0726239882457,Active,236.02
1185,MCH3451,Amble-Nair,5912.0,Pharmacy,Sole Proprietor,Amritsar,Punjab,2025-06-10,XXXX8569,Suspended,
1186,MCH3452,"Tandon, Oza And Sharma",5411.0,Grocery,Sole Proprietor,Pune,Maharashtra,2025-08-04,,Inactive,
1187,MCH3453,"Sangha, Minhas And Patil",7011.0,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2023-11-15,5047749653,Active,
1188,MCH3454,Rajagopal-Wason,5812.0,Restaurants & Food,Partnership,Hyderabad,Telangana,2024-08-22,XXXX7731,Active,
1189,MCH3455,Singhal Llc,5311.0,Department Store,Individual,Jalandhar,Punjab,2026-01-06,,Active,11222.95
1190,MCH3459,Nagi-Saini,4814.0,Telecom,Sole Proprietor,Hyderabad,Telangana,2023-09-03,CIPH7138178222112,Active,2617.26
1191,MCH3460,Chand-Bora,5411.0,Grocery,Individual,Kolkata,West Bengal,2025-02-05,,Active,
1192,MCH3461,"Balakrishnan, Sachdeva And Sekhon",5999.0,Miscellaneous,Individual,Mumbai,Maharashtra,2025-09-23,QTCR6301966166012,Active,1049.37
1193,MCH3465,"Patla, Tiwari And Bobal",4814.0,Telecom,Private Limited,Amritsar,Punjab,2024-09-10,BMXM3313589371926,Active,662.0
1194,MCH3468,Aurora-Ben,,Hotel & Lodging,Private Limited,Hyderabad,Telangana,2025-03-16,,Active,199.0
1195,MCH3469,Ha1Der-Bains,,Telecom,Private Limited,Ludhiana,Punjab,,AHBB0158183764134,Active,943.76
1196,MCH3470,Chopra-Garde,4814.0,Telecom,Individual,Bengaluru,Karnataka,2025-02-03,,Active,509.62
1197,MCH3473,"Mahal, Butala And Shenoy",4131.0,Travel,Individual,Amritsar,Punjab,2025-11-20,9906876351,Inactive,456.8
1198,MCH3475,"Wadhwa, Banik And Prakash",5812.0,Restaurants & Food,Private Limited,Jaipur,Rajasthan,2025-01-16,4792307270,Active,335.53
1199,MCH3477,"Mangal, Comar And Krish",5311.0,Department Store,Sole Proprietor,Mumbai,Maharashtra,2025-03-30,,Active,13897.21
1200,MCH3481,"Raja, Brar And Nagar",7011.0,Grocery,Private Limited,Delhi,Delhi,2023-03-13,XXXX8620,Active,1791.83
1201,MCH3483,"Puri, Sachdeva And Jhaveri",5812.0,Restaurants & Food,Private Limited,Jaipur,Rajasthan,2025-08-15,XXXX0583,Inactive,1128.9
1202,MCH3484,Sidhu Llc,5999.0,Miscellaneous,Individual,Ludhiana,Punjab,,,Active,
1203,MCH3487,Soni And Sons,5912.0,Medical,Sole Proprietor,Lucknow,Uttar Pradesh,2023-05-16,XXXX5287,Active,1671.71
1204,MCH3488,Sarna-Ramaswamy,5699.0,Apparel & Fashion,Private Limited,Kolkata,West Bengal,2025-12-10,XXXX7182,Active,1118.6
1205,MCH3489,Bahl-Bhavsar,4131.0,Transportation,Partnership,Delhi,Delhi,,XXXX6898,Active,908.03
1206,MCH3490,Sachdev-Din,5411.0,Grocery,Individual,Delhi,Delhi,2023-02-21,VNMY8994386086089,Suspended,570.0
1207,MCH3491,"Chawla, Tella And Madan",,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2025-05-23,,Active,1044.7
1208,MCH3497,"Gokhale, Parmer And Contractor",,Transportation,Individual,Jalandhar,Punjab,2023-11-03,,Active,
1209,MCH3498,Agate And Sons,4814.0,Telecom,Individual,Chennai,Tamil Nadu,,,Active,1499.04
1210,MCH3499,"Mand, Munshi And Bali",5311.0,Retail,Sole Proprietor,Chennai,Tamil Nadu,2026-02-01,,Active,1115.88
1211,MCH3501,Chandran-Tripathi,5999.0,Miscellaneous,Private Limited,Mumbai,Maharashtra,,1873775978,Active,1658.21
1212,MCH3502,"Bail, Sawhney And Majumdar",,Restaurants & Food,Individual,Hyderabad,Telangana,2024-02-05,,Active,4792.39
1213,MCH3504,"Ram, Dora And Bhatti",5942.0,Books & Stationery,Individual,Pune,Maharashtra,2025-05-08,OOSJ0277155475198,Inactive,520.17
1214,MCH3506,Peri Group,7011.0,Hotel & Lodging,Individual,Bengaluru,Karnataka,,PINF7358781184682,Active,3808.09
